EmployeeID,age,department,seniority,tenure,monthly_income,satisfaction_score,work_life_balance,overtime,commute_distance,promotion_last_5yrs,performance_score,trg_hrs_last_year,attrition,attrition_probability,risk_category
EMP9302,43,Sales,4,17,13339,3,1,No,1.0,No,2,20,0,0.478767737668021,Medium Risk
EMP9303,22,Finance,1,0,4864,3,3,No,13.5,No,4,12,0,0.4302291269880404,Medium Risk
EMP9304,47,Operations,5,20,13570,3,3,Yes,1.4,No,2,14,0,0.4517822410169236,Medium Risk
EMP9305,47,Sales,5,20,13676,2,3,Yes,13.1,No,2,22,0,0.5317561758653433,Medium Risk
EMP9306,46,Marketing,4,15,12988,4,3,No,9.2,No,3,10,0,0.30591788631049055,Medium Risk
EMP9307,41,Operations,2,3,6239,4,3,No,7.3,No,3,13,0,0.42042305660827467,Medium Risk
EMP9308,40,Engineering,3,9,12573,3,4,No,4.6,No,1,6,0,0.35667476754387517,Medium Risk
EMP9309,48,Engineering,3,21,13699,3,4,Yes,8.6,No,3,19,0,0.4864094963138606,Medium Risk
EMP9310,57,Engineering,1,1,5568,4,1,No,3.5,No,3,15,1,0.5949981152275595,Medium Risk
EMP9311,28,Engineering,2,6,9047,2,2,No,11.8,No,3,16,0,0.5547552076169775,Medium Risk
EMP9312,48,HR,2,3,6181,3,4,No,6.9,No,3,18,0,0.3256733752274756,Medium Risk
EMP9313,37,Sales,4,12,12079,4,2,Yes,11.9,No,2,19,0,0.5551352258072564,Medium Risk
EMP9314,36,Engineering,4,13,14831,4,3,No,9.0,No,2,16,0,0.3156062974495129,Medium Risk
EMP9315,22,IT,1,0,5327,4,3,No,10.7,Yes,2,20,0,0.38965402861191656,Medium Risk
EMP9316,35,Sales,2,10,7608,2,3,No,5.9,No,4,13,0,0.46099703383853646,Medium Risk
EMP9317,28,Sales,2,6,7371,2,1,Yes,3.4,No,3,21,0,0.7659282751030877,High Risk
EMP9318,33,Operations,3,8,9158,2,4,No,7.6,No,2,14,0,0.4099790409322202,Medium Risk
EMP9319,27,Sales,1,0,3988,4,3,Yes,4.9,No,2,15,0,0.6079554216379954,High Risk
EMP9320,33,Engineering,3,11,12089,3,1,Yes,30.1,No,3,8,0,0.6989680907807964,High Risk
EMP9321,33,HR,2,2,4847,2,4,No,6.9,No,3,19,0,0.33401702214054346,Medium Risk
EMP9322,38,IT,4,16,14132,2,4,Yes,9.5,No,3,13,0,0.489722186201569,Medium Risk
EMP9323,22,Sales,1,0,3945,4,2,No,5.4,No,3,17,0,0.4805654952028706,Medium Risk
EMP9324,23,IT,1,0,5305,4,1,No,2.2,No,1,13,0,0.5399127984342662,Medium Risk
EMP9325,41,Finance,2,7,8509,5,3,No,11.4,No,3,22,0,0.3301209718759986,Medium Risk
EMP9326,30,Finance,3,6,10950,4,4,Yes,8.0,No,2,17,0,0.4434040367687641,Medium Risk
EMP9327,48,Finance,3,5,10607,3,3,No,19.5,Yes,4,12,0,0.37919540295976445,Medium Risk
EMP9328,40,Sales,4,14,12138,3,2,No,1.2,No,1,13,0,0.40714876798748256,Medium Risk
EMP9329,44,Sales,2,9,8102,4,2,No,9.7,Yes,2,18,0,0.4385201903392776,Medium Risk
EMP9330,52,Engineering,5,22,19023,4,3,No,3.6,No,3,17,1,0.27553773405926685,Low Risk
EMP9331,34,Sales,3,10,9500,4,4,Yes,11.9,No,2,13,1,0.4502332040429146,Medium Risk
EMP9332,32,IT,2,8,9549,5,4,Yes,16.1,No,3,22,0,0.4575590831501646,Medium Risk
EMP9333,46,Marketing,3,5,8803,4,3,Yes,9.7,Yes,3,14,0,0.5087534074777295,Medium Risk
EMP9334,43,HR,4,14,10771,4,4,No,9.8,No,2,18,0,0.1784424530056932,Low Risk
EMP9335,36,Operations,3,13,9830,4,2,No,5.7,No,2,15,0,0.3993669125457651,Medium Risk
EMP9336,51,IT,3,13,12316,3,3,Yes,3.8,Yes,3,16,0,0.5366273756737825,Medium Risk
EMP9337,35,IT,3,9,11903,3,4,Yes,9.3,No,3,9,0,0.5032489578092425,Medium Risk
EMP9338,38,Operations,3,12,9259,4,3,No,15.6,Yes,3,16,0,0.31238483320052945,Medium Risk
EMP9339,38,Engineering,4,13,15453,3,4,No,14.2,No,3,16,0,0.32490956233098844,Medium Risk
EMP9340,28,Sales,2,2,7044,4,3,Yes,10.8,No,2,15,0,0.5910537535403683,Medium Risk
EMP9341,38,Sales,2,3,5699,3,3,No,11.6,No,3,12,0,0.44865775258755763,Medium Risk
EMP9342,51,Sales,4,25,13319,3,1,Yes,1.9,No,2,18,0,0.6041780068425158,High Risk
EMP9343,42,Sales,2,13,7238,4,4,No,7.0,No,4,14,0,0.28605801891146354,Low Risk
EMP9344,38,IT,4,13,12729,4,3,Yes,11.4,No,2,19,0,0.46108312754923686,Medium Risk
EMP9345,36,IT,2,9,9762,3,1,Yes,7.9,No,3,14,1,0.7190441602878315,High Risk
EMP9346,41,Finance,3,7,11346,2,3,No,3.3,No,2,15,0,0.4566455928017752,Medium Risk
EMP9347,45,Finance,2,9,8797,2,3,No,6.2,No,4,19,0,0.46839619007313793,Medium Risk
EMP9348,44,HR,2,8,6454,2,3,Yes,15.6,Yes,4,16,0,0.5288004438168052,Medium Risk
EMP9349,34,Sales,3,7,9062,4,1,No,4.2,Yes,2,15,0,0.42457787094434185,Medium Risk
EMP9350,41,IT,4,10,15659,3,3,No,5.2,No,2,15,0,0.4092864343409804,Medium Risk
EMP9351,42,Engineering,2,9,9227,4,2,No,2.0,No,3,16,0,0.4318992056809103,Medium Risk
EMP9352,27,Finance,1,1,4975,3,3,Yes,29.1,No,3,14,0,0.6496792079746029,High Risk
EMP9353,39,Sales,1,3,5249,4,3,Yes,14.5,No,3,23,0,0.6556891939640613,High Risk
EMP9354,22,Operations,1,0,4526,5,1,No,9.4,No,2,12,0,0.5224176522146091,Medium Risk
EMP9355,42,Finance,2,3,8342,2,2,No,20.6,Yes,3,19,0,0.5562699162282126,Medium Risk
EMP9356,44,Marketing,4,11,12687,4,3,No,5.6,No,3,18,0,0.3331747511672859,Medium Risk
EMP9357,45,Sales,3,17,10493,3,4,No,21.7,No,2,18,0,0.3527380191264705,Medium Risk
EMP9358,34,Engineering,3,12,11850,2,2,No,7.4,No,3,17,0,0.4942191708930514,Medium Risk
EMP9359,41,HR,2,7,7580,2,3,No,1.0,No,2,16,0,0.4130354213610259,Medium Risk
EMP9360,52,Engineering,2,2,9664,3,4,No,2.6,No,2,14,0,0.45570194274406,Medium Risk
EMP9361,52,Operations,4,17,11540,3,2,No,8.7,No,3,13,0,0.4114928384627466,Medium Risk
EMP9362,37,Operations,3,6,9163,4,3,No,9.5,No,2,20,0,0.3991760845649056,Medium Risk
EMP9363,39,HR,1,0,4171,4,3,No,9.1,No,1,12,1,0.3764125652947766,Medium Risk
EMP9364,49,Engineering,4,21,15467,5,4,Yes,1.0,No,3,12,0,0.31441569234852534,Medium Risk
EMP9365,22,Operations,1,0,3363,2,3,Yes,10.2,No,4,14,0,0.6975416107282918,High Risk
EMP9366,34,Sales,3,12,10280,4,2,Yes,11.5,Yes,2,20,0,0.5437350867383814,Medium Risk
EMP9367,51,Sales,4,28,14743,3,2,No,24.2,No,2,16,0,0.4092106421695653,Medium Risk
EMP9368,47,Sales,2,2,6777,5,1,No,20.0,No,4,10,0,0.5098256790145989,Medium Risk
EMP9369,41,Sales,2,2,6727,3,3,No,11.1,No,2,21,0,0.5097128595254148,Medium Risk
EMP9370,22,HR,1,0,3560,3,3,No,33.8,No,3,15,0,0.41695880516310135,Medium Risk
EMP9371,37,Engineering,3,14,12337,3,1,No,16.0,Yes,2,8,0,0.4624790336562867,Medium Risk
EMP9372,32,Finance,2,4,8683,2,2,No,10.9,No,4,12,0,0.5349439421489237,Medium Risk
EMP9373,41,Finance,5,18,17024,2,2,No,5.6,No,3,17,0,0.39402827871025214,Medium Risk
EMP9374,29,Marketing,1,3,5390,3,3,No,12.2,No,2,10,0,0.501199808843622,Medium Risk
EMP9375,27,Engineering,2,3,9477,3,4,Yes,8.0,No,3,17,0,0.5707765669451342,Medium Risk
EMP9376,22,Operations,1,0,5045,3,3,No,11.6,No,3,8,0,0.507231398329433,Medium Risk
EMP9377,50,Finance,3,12,11991,1,4,Yes,5.5,No,2,18,0,0.6264828602479825,High Risk
EMP9378,34,Engineering,4,12,14534,3,2,No,5.4,No,3,10,1,0.3976787064595946,Medium Risk
EMP9379,39,HR,4,14,10926,2,2,Yes,9.2,No,4,6,0,0.48418376381360456,Medium Risk
EMP9380,37,Sales,2,2,6387,4,4,No,13.3,No,4,12,1,0.3450663431200201,Medium Risk
EMP9381,27,Engineering,2,2,8630,3,3,No,2.7,No,2,16,0,0.44856297273828805,Medium Risk
EMP9382,25,IT,1,1,5349,5,3,No,6.5,No,3,14,0,0.3489015515123111,Medium Risk
EMP9383,27,Sales,1,1,5276,3,3,Yes,7.2,No,2,16,0,0.6813100569416316,High Risk
EMP9384,30,Finance,2,3,7913,4,3,No,17.3,No,2,20,0,0.3955457585809304,Medium Risk
EMP9385,41,Sales,1,1,5451,3,3,Yes,10.2,No,2,14,1,0.711618927675049,High Risk
EMP9386,30,IT,1,1,5886,2,3,Yes,2.7,No,3,15,0,0.6972113855827957,High Risk
EMP9387,55,Engineering,3,24,14159,3,2,No,14.4,No,3,22,0,0.45465978201237073,Medium Risk
EMP9388,48,Engineering,3,10,11965,3,3,No,5.0,No,2,15,0,0.4241442789207791,Medium Risk
EMP9389,46,Marketing,1,0,4670,4,2,No,9.5,No,3,11,0,0.5417382431625261,Medium Risk
EMP9390,36,Marketing,1,0,5108,4,2,No,8.6,No,4,9,0,0.5123009078600369,Medium Risk
EMP9391,53,Marketing,5,15,15222,3,4,No,17.2,No,3,15,0,0.3101156534909688,Medium Risk
EMP9392,35,Marketing,3,9,10750,2,3,Yes,7.1,No,3,16,1,0.6441944345160813,High Risk
EMP9393,37,Engineering,1,0,5613,1,4,Yes,7.8,No,3,13,0,0.7100294481538116,High Risk
EMP9394,39,Engineering,2,2,8815,4,2,No,5.9,No,2,13,0,0.4838961600865037,Medium Risk
EMP9395,45,Marketing,4,17,14155,4,4,Yes,5.6,No,2,13,0,0.42122861840771336,Medium Risk
EMP9396,44,Finance,4,18,15490,4,3,No,4.5,No,3,15,0,0.27538537153294945,Low Risk
EMP9397,33,Engineering,2,4,8636,3,3,No,4.0,No,3,29,0,0.4653650522627293,Medium Risk
EMP9398,32,Finance,3,8,10928,5,3,No,2.7,No,3,17,0,0.26205500146463107,Low Risk
EMP9399,44,IT,1,1,5639,1,4,No,17.8,No,3,14,1,0.5797013838110258,Medium Risk
EMP9400,45,Operations,4,11,10458,5,3,No,7.1,Yes,3,10,0,0.2244127051529899,Low Risk
EMP9401,34,Sales,2,10,8135,3,1,No,15.6,Yes,2,13,0,0.5304851434304996,Medium Risk
EMP9402,22,HR,1,0,3438,3,1,Yes,7.7,No,3,17,1,0.6638851305557075,High Risk
EMP9403,35,Engineering,3,13,13830,4,2,No,9.9,No,2,24,0,0.4396564661756478,Medium Risk
EMP9404,44,Engineering,4,16,15716,3,4,Yes,4.9,No,2,14,0,0.47512835312343177,Medium Risk
EMP9405,56,HR,3,5,7860,4,3,No,4.1,No,4,18,0,0.28433376641014413,Low Risk
EMP9406,26,Engineering,2,2,9706,3,3,Yes,10.3,No,2,9,0,0.6384715350526198,High Risk
EMP9407,33,Sales,3,6,8343,5,3,Yes,4.4,No,4,18,0,0.4402097079286061,Medium Risk
EMP9408,34,Sales,2,5,6661,2,3,No,6.5,No,3,26,0,0.5184334829030428,Medium Risk
EMP9409,51,Sales,3,10,8974,5,2,No,11.3,No,3,20,1,0.37687508538331954,Medium Risk
EMP9410,37,Engineering,3,15,13038,4,3,No,3.0,No,3,14,0,0.3154145700699154,Medium Risk
EMP9411,28,Sales,3,6,8680,2,4,No,33.1,No,2,14,0,0.43571925225496566,Medium Risk
EMP9412,43,Sales,3,12,9249,3,3,Yes,3.8,No,3,14,0,0.5467785347122609,Medium Risk
EMP9413,33,Sales,2,4,6308,2,4,Yes,3.8,No,3,18,0,0.6068074419279592,High Risk
EMP9414,25,Operations,1,0,4365,4,2,No,11.2,No,3,7,0,0.5038478930047969,Medium Risk
EMP9415,29,Operations,3,5,8626,5,2,No,10.4,No,3,18,1,0.37410546493116537,Medium Risk
EMP9416,55,Engineering,4,18,15209,2,3,No,9.5,No,2,15,0,0.4303914899917992,Medium Risk
EMP9417,41,Operations,4,18,11843,3,3,No,5.4,No,4,21,0,0.3284027905657481,Medium Risk
EMP9418,39,Sales,2,14,8193,4,3,No,9.4,No,4,16,0,0.3511871514221646,Medium Risk
EMP9419,35,Marketing,2,13,8622,3,3,Yes,17.9,No,3,14,0,0.6064192968579047,High Risk
EMP9420,40,Sales,2,2,7405,3,4,No,23.3,Yes,2,21,0,0.4358072289433867,Medium Risk
EMP9421,40,Operations,2,3,6303,4,4,No,13.2,No,2,17,0,0.38685816658441485,Medium Risk
EMP9422,40,Sales,3,6,9083,3,2,No,6.2,No,3,15,0,0.47903351304504593,Medium Risk
EMP9423,39,Sales,1,0,4841,3,1,No,7.2,No,2,17,0,0.6628249354234155,High Risk
EMP9424,46,Engineering,5,22,18941,4,2,Yes,27.2,No,2,13,0,0.5290519612050163,Medium Risk
EMP9425,38,IT,2,2,8410,3,3,No,6.5,No,2,19,0,0.48506063977120656,Medium Risk
EMP9426,28,Sales,2,3,7162,4,3,Yes,8.9,No,3,14,0,0.5703828111357991,Medium Risk
EMP9427,31,Engineering,3,5,11260,2,3,Yes,10.2,No,2,23,0,0.6657623589753797,High Risk
EMP9428,22,Engineering,1,0,5774,3,2,No,9.4,No,2,15,0,0.5459608710537005,Medium Risk
EMP9429,58,Operations,2,6,6282,4,2,No,12.3,Yes,3,11,0,0.458061645953894,Medium Risk
EMP9430,46,Engineering,1,0,6706,3,2,No,11.5,No,3,13,0,0.6051665198385243,High Risk
EMP9431,29,Marketing,2,6,8177,3,2,Yes,5.4,No,2,15,0,0.6841974163194723,High Risk
EMP9432,35,Engineering,3,12,12716,4,2,Yes,14.5,No,1,12,1,0.5948581293649684,Medium Risk
EMP9433,31,Marketing,1,3,6228,2,3,No,1.9,No,3,13,0,0.5554164632550871,Medium Risk
EMP9434,53,Sales,4,11,10937,3,2,Yes,2.3,No,2,17,0,0.6105714925246504,High Risk
EMP9435,23,Engineering,1,0,5958,3,2,Yes,1.2,No,3,17,0,0.6951847684659717,High Risk
EMP9436,39,Operations,1,1,3607,3,3,Yes,5.8,No,3,20,0,0.6893225296397538,High Risk
EMP9437,36,Finance,1,0,4796,3,2,No,5.1,No,3,12,0,0.5163537730871742,Medium Risk
EMP9438,46,IT,1,0,6363,4,3,No,24.6,No,2,21,0,0.5338302763979776,Medium Risk
EMP9439,36,Operations,2,9,8074,4,3,No,28.9,No,3,13,0,0.43698557041052494,Medium Risk
EMP9440,22,HR,1,0,3791,3,3,Yes,25.2,No,2,15,0,0.5886299674559282,Medium Risk
EMP9441,35,Finance,2,13,9445,2,4,No,15.5,No,2,15,0,0.3941369593985705,Medium Risk
EMP9442,28,Operations,2,5,6409,5,2,No,10.9,No,2,14,0,0.40376508851716947,Medium Risk
EMP9443,38,Engineering,1,0,6843,2,3,Yes,9.2,No,3,15,1,0.7400167143587412,High Risk
EMP9444,52,Sales,4,25,13357,4,3,Yes,8.7,Yes,2,13,0,0.38459472399287614,Medium Risk
EMP9445,22,Engineering,1,0,6833,3,3,No,1.3,No,3,12,0,0.47135584941094266,Medium Risk
EMP9446,29,Sales,2,2,6623,3,1,No,16.0,No,2,19,0,0.6109411119565353,High Risk
EMP9447,32,Engineering,3,10,12057,5,2,No,11.6,No,3,11,1,0.3384334004920739,Medium Risk
EMP9448,34,IT,2,6,9154,4,2,No,17.5,No,2,20,0,0.48698218284012856,Medium Risk
EMP9449,45,Operations,2,8,8025,3,3,No,4.3,Yes,2,22,0,0.4576673674707571,Medium Risk
EMP9450,36,Marketing,2,14,9181,3,2,No,12.8,Yes,3,6,0,0.42958703729983194,Medium Risk
EMP9451,42,Engineering,1,2,6202,2,3,No,11.1,No,2,16,0,0.5814561225223338,Medium Risk
EMP9452,31,Engineering,1,0,6266,4,3,No,12.8,No,2,9,0,0.44876607503095034,Medium Risk
EMP9453,40,Marketing,4,18,13584,2,2,Yes,8.3,No,2,12,0,0.6322929384566619,High Risk
EMP9454,45,Marketing,1,1,4586,3,3,No,14.5,No,1,23,0,0.577745558137808,Medium Risk
EMP9455,30,Operations,2,4,6443,2,3,No,20.7,No,2,14,1,0.5438661860768464,Medium Risk
EMP9456,45,IT,4,23,16645,2,2,Yes,20.0,No,3,17,0,0.646827655558767,High Risk
EMP9457,38,Engineering,1,4,6819,4,2,No,28.6,No,2,15,0,0.5481934946482006,Medium Risk
EMP9458,48,Sales,5,16,13456,5,2,Yes,1.8,No,4,12,0,0.39199848069973675,Medium Risk
EMP9459,35,Engineering,2,2,9098,4,2,No,8.0,Yes,2,17,0,0.4478690354473414,Medium Risk
EMP9460,41,Engineering,2,4,9254,5,4,Yes,5.0,No,2,8,0,0.46045614468292356,Medium Risk
EMP9461,37,Sales,2,6,7262,4,2,No,4.0,No,2,18,0,0.46492870200874836,Medium Risk
EMP9462,37,Operations,1,4,5341,4,4,No,2.5,No,2,19,0,0.40939026838273196,Medium Risk
EMP9463,40,IT,4,13,15168,5,3,No,13.4,No,2,13,0,0.28439534931829524,Low Risk
EMP9464,43,IT,2,9,9911,2,3,Yes,11.4,No,2,12,1,0.6872671794740194,High Risk
EMP9465,25,Operations,1,0,3324,2,3,No,24.6,No,3,19,0,0.5858535622857096,Medium Risk
EMP9466,52,IT,3,6,11660,2,3,No,6.2,No,3,15,1,0.5116604587704342,Medium Risk
EMP9467,22,IT,1,0,5653,3,3,No,7.3,No,3,12,0,0.46376026342041365,Medium Risk
EMP9468,31,Finance,2,7,8918,5,3,No,11.6,No,3,9,0,0.2950536094189747,Low Risk
EMP9469,37,Sales,2,13,7782,5,2,No,15.3,No,2,13,0,0.3752994781913433,Medium Risk
EMP9470,42,Sales,2,7,7809,4,4,No,13.4,Yes,2,10,0,0.3173151925042724,Medium Risk
EMP9471,53,Sales,3,6,9534,3,4,No,12.8,No,3,19,0,0.41168151936610403,Medium Risk
EMP9472,22,Engineering,1,0,5951,4,1,No,7.0,No,3,16,1,0.5425446847751879,Medium Risk
EMP9473,32,Operations,2,2,5332,3,2,No,16.7,No,2,20,0,0.5535403457144791,Medium Risk
EMP9474,22,HR,1,0,4266,4,3,No,7.0,No,3,22,1,0.34071742945319994,Medium Risk
EMP9475,38,Engineering,2,10,10001,4,4,No,4.9,No,3,11,0,0.30839424551173633,Medium Risk
EMP9476,40,Sales,1,1,3691,2,3,No,4.2,No,2,12,0,0.556658013467767,Medium Risk
EMP9477,53,Sales,3,16,10498,5,4,No,22.0,No,2,13,0,0.26818737975451656,Low Risk
EMP9478,39,Engineering,3,5,11957,4,2,Yes,1.0,No,4,15,0,0.5961241842106592,Medium Risk
EMP9479,48,Sales,2,8,6379,3,2,Yes,10.1,Yes,3,17,0,0.641017421904717,High Risk
EMP9480,43,Sales,4,18,12630,2,2,No,22.0,No,3,22,0,0.4864294171589528,Medium Risk
EMP9481,33,Engineering,2,4,9111,4,3,Yes,8.5,No,2,23,0,0.5971112801731755,Medium Risk
EMP9482,23,HR,1,0,4115,3,4,No,11.0,No,3,15,0,0.32918655296238275,Medium Risk
EMP9483,40,Sales,2,6,7083,4,2,Yes,3.8,Yes,3,24,0,0.599766922803959,Medium Risk
EMP9484,23,Finance,1,1,5725,1,3,No,16.1,No,2,14,0,0.5832861435965095,Medium Risk
EMP9485,50,Engineering,2,3,8744,4,4,No,4.6,No,3,10,0,0.3581358575614907,Medium Risk
EMP9486,36,Sales,4,10,11263,3,3,No,8.1,Yes,2,16,0,0.322235867433391,Medium Risk
EMP9487,49,Marketing,4,17,13786,3,3,Yes,6.0,No,2,13,0,0.5439308369196165,Medium Risk
EMP9488,33,Engineering,1,1,7429,3,2,Yes,3.8,Yes,3,14,0,0.6914576792364128,High Risk
EMP9489,40,Sales,3,16,10475,2,3,No,7.4,No,3,11,0,0.41488110479846335,Medium Risk
EMP9490,40,IT,2,3,8225,5,4,No,1.7,No,2,19,0,0.3019337863055519,Medium Risk
EMP9491,37,Marketing,4,11,12585,4,4,No,25.0,No,3,13,0,0.2872202196607985,Low Risk
EMP9492,33,HR,4,10,10255,2,4,No,6.0,No,2,11,0,0.24001723905118352,Low Risk
EMP9493,41,Operations,4,15,11159,2,3,No,14.8,No,4,15,0,0.39692595412693843,Medium Risk
EMP9494,28,IT,2,5,8537,3,1,Yes,10.0,No,2,18,0,0.729592002757554,High Risk
EMP9495,25,Sales,2,2,6174,3,2,No,12.5,No,4,13,0,0.4937518501622225,Medium Risk
EMP9496,50,Operations,1,4,4515,3,1,No,3.6,No,2,22,1,0.6700030590825939,High Risk
EMP9497,45,Operations,2,8,7116,3,3,No,14.7,No,3,21,0,0.49347990678282144,Medium Risk
EMP9498,38,Sales,1,1,4603,2,3,Yes,10.1,No,2,18,1,0.7456869148765781,High Risk
EMP9499,54,Finance,4,30,17168,5,4,No,5.8,No,4,9,0,0.1548708274541349,Low Risk
EMP9500,35,Sales,2,3,5726,4,1,No,9.2,No,3,12,0,0.5064868123922075,Medium Risk
EMP9501,51,Marketing,3,19,11762,4,2,Yes,9.8,No,2,15,1,0.5832427394866359,Medium Risk
EMP9502,39,Finance,5,16,16412,3,3,Yes,20.3,No,3,20,1,0.48163787947624964,Medium Risk
EMP9503,27,Engineering,1,3,5843,5,4,No,20.6,No,2,14,0,0.3206945573414015,Medium Risk
EMP9504,56,Operations,4,27,12878,3,1,Yes,6.6,No,2,17,0,0.615672691180069,High Risk
EMP9505,47,Operations,4,20,11325,3,2,Yes,10.1,No,3,15,0,0.5538857177688365,Medium Risk
EMP9506,36,IT,2,8,9240,3,3,Yes,19.6,No,2,16,0,0.6392588457376662,High Risk
EMP9507,45,Engineering,3,18,13501,1,2,Yes,3.9,No,3,14,0,0.7086606290498088,High Risk
EMP9508,33,Sales,1,2,4098,2,4,No,6.0,No,3,15,0,0.47776660770373675,Medium Risk
EMP9509,46,Operations,2,4,6449,3,3,No,14.4,No,3,20,0,0.512380625913052,Medium Risk
EMP9510,22,Sales,1,0,4538,5,4,No,16.9,No,2,10,0,0.3318890763076247,Medium Risk
EMP9511,27,HR,1,1,3688,5,4,No,9.4,No,2,12,0,0.23164550559960886,Low Risk
EMP9512,47,Operations,3,5,8355,4,2,No,20.6,No,2,15,0,0.48680272023992893,Medium Risk
EMP9513,35,Sales,1,2,4825,3,2,Yes,14.6,No,3,14,0,0.7346928432141301,High Risk
EMP9514,40,Engineering,5,16,17904,3,2,Yes,12.3,No,3,10,0,0.5570228371322152,Medium Risk
EMP9515,24,Engineering,1,1,6542,3,3,No,2.1,No,1,13,0,0.4855048501596621,Medium Risk
EMP9516,56,Engineering,4,23,17172,3,1,No,15.9,No,3,16,0,0.5024070093120835,Medium Risk
EMP9517,49,HR,2,11,7795,3,4,Yes,2.4,No,2,25,0,0.47818733550690684,Medium Risk
EMP9518,35,Sales,1,0,4068,3,2,No,9.6,No,3,17,0,0.5766515751954916,Medium Risk
EMP9519,33,Sales,1,1,4555,3,4,Yes,6.7,No,3,17,0,0.6157053660948032,High Risk
EMP9520,48,Operations,4,18,10953,4,3,No,11.3,No,3,18,0,0.29087654990508505,Low Risk
EMP9521,57,Engineering,4,35,18792,4,3,No,4.1,Yes,3,16,0,0.22308472649446123,Low Risk
EMP9522,47,Marketing,2,14,9524,5,3,No,3.5,No,3,12,0,0.32825020691495027,Medium Risk
EMP9523,59,Sales,4,17,13005,4,4,No,21.3,No,3,15,0,0.29274902801042235,Low Risk
EMP9524,28,Marketing,2,6,8830,3,2,Yes,7.8,No,2,14,0,0.6949553053177964,High Risk
EMP9525,29,IT,3,6,11873,3,2,No,10.6,No,3,14,0,0.47671565839323204,Medium Risk
EMP9526,26,Marketing,1,4,5868,3,3,Yes,27.8,No,3,14,0,0.6896004500761208,High Risk
EMP9527,42,Marketing,3,18,11749,2,3,Yes,14.2,No,2,13,1,0.6254492975827325,High Risk
EMP9528,39,Sales,3,8,10600,2,1,No,10.2,No,4,12,1,0.6004262528080146,High Risk
EMP9529,36,Engineering,3,5,11681,1,3,No,2.3,Yes,3,17,1,0.4909494269471308,Medium Risk
EMP9530,46,Operations,3,23,12215,3,3,No,18.3,No,3,10,0,0.38574122356448004,Medium Risk
EMP9531,50,Operations,4,12,10699,5,3,No,3.8,No,1,24,0,0.2970102986795813,Low Risk
EMP9532,22,HR,1,0,3844,3,2,No,4.9,No,4,10,0,0.41031410790266365,Medium Risk
EMP9533,32,IT,1,0,6179,4,4,No,15.0,No,3,17,0,0.40122777958320627,Medium Risk
EMP9534,46,Sales,5,17,12747,3,3,No,4.9,No,3,13,0,0.2758450272115091,Low Risk
EMP9535,33,Finance,2,5,8330,3,3,No,6.6,No,3,18,0,0.416557780022438,Medium Risk
EMP9536,30,Sales,2,2,7198,2,2,No,15.2,No,2,10,1,0.5988747243866053,Medium Risk
EMP9537,48,Marketing,4,16,13209,3,4,No,4.1,No,2,13,0,0.30699514755799046,Medium Risk
EMP9538,25,Sales,1,1,4649,5,2,No,11.5,No,3,13,0,0.43856183735651594,Medium Risk
EMP9539,34,IT,2,4,7930,3,4,No,24.7,No,2,12,0,0.4095150390991819,Medium Risk
EMP9540,41,Operations,3,5,8106,3,3,No,18.6,No,3,10,0,0.43968749761148157,Medium Risk
EMP9541,32,Sales,2,4,6488,4,2,Yes,8.8,No,3,14,0,0.6197124840817885,High Risk
EMP9542,45,Marketing,5,16,15776,3,3,Yes,9.0,No,2,8,0,0.5034276906549514,Medium Risk
EMP9543,32,Operations,1,0,4603,4,3,No,9.4,No,4,13,0,0.4598310178262523,Medium Risk
EMP9544,52,Sales,5,26,15202,2,3,No,9.2,No,2,15,0,0.33282365541948106,Medium Risk
EMP9545,36,Sales,1,0,4026,3,4,No,10.0,No,2,16,0,0.46091720178866513,Medium Risk
EMP9546,44,Engineering,2,6,10080,4,3,No,8.8,No,4,13,0,0.41060489794652427,Medium Risk
EMP9547,45,Sales,5,21,14190,5,2,No,2.1,No,2,9,0,0.22854859164208874,Low Risk
EMP9548,31,Marketing,2,4,7990,3,1,Yes,5.2,No,1,10,0,0.7483062291397595,High Risk
EMP9549,22,Engineering,1,0,6019,4,4,No,8.8,No,2,8,0,0.35541336976988436,Medium Risk
EMP9550,41,HR,4,15,11607,5,3,No,2.8,No,3,22,0,0.1749020263043263,Low Risk
EMP9551,38,Marketing,2,3,7550,4,3,No,4.0,No,1,13,0,0.4322171963269634,Medium Risk
EMP9552,43,IT,3,10,11675,4,2,No,6.0,No,3,13,0,0.40482265511416476,Medium Risk
EMP9553,35,Operations,2,13,7247,4,3,No,9.3,No,2,12,0,0.36109453177837914,Medium Risk
EMP9554,33,Marketing,4,10,11930,4,3,No,22.6,No,3,17,0,0.33306821895918304,Medium Risk
EMP9555,58,Engineering,3,23,13619,5,3,Yes,1.0,No,3,12,0,0.4110607699878289,Medium Risk
EMP9556,23,Sales,1,0,4443,4,4,No,2.1,No,2,11,0,0.3606736089087422,Medium Risk
EMP9557,45,Sales,2,7,7755,2,3,Yes,14.3,Yes,3,16,0,0.6659573918457148,High Risk
EMP9558,32,Finance,2,4,7841,2,4,No,2.3,No,2,19,0,0.4113612679492902,Medium Risk
EMP9559,34,Engineering,1,3,5932,4,2,No,7.2,No,2,20,0,0.5001942017016626,Medium Risk
EMP9560,34,Engineering,1,1,6239,3,4,No,6.1,No,3,16,0,0.433407981974894,Medium Risk
EMP9561,29,Operations,3,6,9155,5,3,No,5.4,No,3,12,0,0.3000331746154246,Medium Risk
